yourlist:M20200414DA437993067D6F64326E5E763500BDED121471F	isomap:M20200414DA437993067D6F64326E5E763500BDED121471F	Entry	Entry name	Status	Protein names	Gene names	Organism	Length
ENSP00000367069	ENSP00000367069 -> Q9P243-1	Q9P243	ZFAT_HUMAN	reviewed	Zinc finger protein ZFAT (Zinc finger gene in AITD susceptibility region) (Zinc finger protein 406)	ZFAT KIAA1485 ZFAT1 ZNF406	Homo sapiens (Human)	1243
ENSP00000368017	ENSP00000368017 -> O60293-1	O60293	ZC3H1_HUMAN	reviewed	Zinc finger C3H1 domain-containing protein (Coiled-coil domain-containing protein 131) (Proline/serine-rich coiled-coil protein 2)	ZFC3H1 CCDC131 KIAA0546 PSRC2	Homo sapiens (Human)	1989
ENSP00000413418	ENSP00000413418 -> Q9C0A1-1	Q9C0A1	ZFHX2_HUMAN	reviewed	Zinc finger homeobox protein 2 (Zinc finger homeodomain protein 2) (ZFH-2)	ZFHX2 KIAA1056 KIAA1762 ZNF409	Homo sapiens (Human)	2572
ENSP00000268489	ENSP00000268489 -> Q15911-1	Q15911	ZFHX3_HUMAN	reviewed	Zinc finger homeobox protein 3 (AT motif-binding factor 1) (AT-binding transcription factor 1) (Alpha-fetoprotein enhancer-binding protein) (Zinc finger homeodomain protein 3) (ZFH-3)	ZFHX3 ATBF1	Homo sapiens (Human)	3703
ENSP00000263805	ENSP00000263805 -> Q9H2Y7-1	Q9H2Y7	ZN106_HUMAN	reviewed	Zinc finger protein 106 (Zfp-106) (Zinc finger protein 474)	ZNF106 SH3BP3 ZFP106 ZNF474	Homo sapiens (Human)	1883
ENSP00000349503		O43829	ZBT14_HUMAN	reviewed	Zinc finger and BTB domain-containing protein 14 (Zinc finger protein 161 homolog) (Zfp-161) (Zinc finger protein 478) (Zinc finger protein 5 homolog) (ZF5) (Zfp-5) (hZF5)	ZBTB14 ZFP161 ZNF478	Homo sapiens (Human)	449
ENSP00000337386		Q07352	TISB_HUMAN	reviewed	mRNA decay activator protein ZFP36L1 (Butyrate response factor 1) (EGF-response factor 1) (ERF-1) (TPA-induced sequence 11b) (Zinc finger protein 36, C3H1 type-like 1) (ZFP36-like 1)	ZFP36L1 BERG36 BRF1 ERF1 RNF162B TIS11B	Homo sapiens (Human)	338
ENSP00000282388		P47974	TISD_HUMAN	reviewed	mRNA decay activator protein ZFP36L2 (Butyrate response factor 2) (EGF-response factor 2) (ERF-2) (TPA-induced sequence 11d) (Zinc finger protein 36, C3H1 type-like 2) (ZFP36-like 2)	ZFP36L2 BRF2 ERF2 RNF162C TIS11D	Homo sapiens (Human)	494
ENSP00000216923	ENSP00000216923 -> Q9NTW7-5	Q9NTW7	ZF64B_HUMAN	reviewed	Zinc finger protein 64 (Zfp-64) (Zinc finger protein 338)	ZFP64 ZNF338	Homo sapiens (Human)	645
ENSP00000339030	ENSP00000339030 -> Q96JP5-1	Q96JP5	ZFP91_HUMAN	reviewed	E3 ubiquitin-protein ligase ZFP91 (EC 2.3.2.27) (RING-type E3 ubiquitin transferase ZFP91) (Zinc finger protein 757) (Zinc finger protein 91 homolog) (Zfp-91)	ZFP91 ZNF757 FKSG11	Homo sapiens (Human)	570
ENSP00000294258		O95159	ZFPL1_HUMAN	reviewed	Zinc finger protein-like 1 (Zinc finger protein MCG4)	ZFPL1	Homo sapiens (Human)	310
ENSP00000326630		Q8IX07	FOG1_HUMAN	reviewed	Zinc finger protein ZFPM1 (Friend of GATA protein 1) (FOG-1) (Friend of GATA 1) (Zinc finger protein 89A) (Zinc finger protein multitype 1)	ZFPM1 FOG1 ZFN89A	Homo sapiens (Human)	1006
ENSP00000265069		Q96KR1	ZFR_HUMAN	reviewed	Zinc finger RNA-binding protein (hZFR) (M-phase phosphoprotein homolog)	ZFR	Homo sapiens (Human)	1074
ENSP00000304985	ENSP00000304985 -> P17010-1	P17010	ZFX_HUMAN	reviewed	Zinc finger X-chromosomal protein	ZFX	Homo sapiens (Human)	805
ENSP00000155093	ENSP00000155093 -> P08048-1	P08048	ZFY_HUMAN	reviewed	Zinc finger Y-chromosomal protein	ZFY	Homo sapiens (Human)	801
ENSP00000337159	ENSP00000337159 -> Q7Z3T8-1	Q7Z3T8	ZFY16_HUMAN	reviewed	Zinc finger FYVE domain-containing protein 16 (Endofin) (Endosome-associated FYVE domain protein)	ZFYVE16 KIAA0305	Homo sapiens (Human)	1539
ENSP00000347498	ENSP00000347498 -> Q96K21-1	Q96K21	ANCHR_HUMAN	reviewed	Abscission/NoCut checkpoint regulator (ANCHR) (MLL partner containing FYVE domain) (Zinc finger FYVE domain-containing protein 19)	ZFYVE19 ANCHR MPFYVE	Homo sapiens (Human)	471
ENSP00000253699	ENSP00000253699 -> Q9H1K0-1	Q9H1K0	RBNS5_HUMAN	reviewed	Rabenosyn-5 (110 kDa protein) (FYVE finger-containing Rab5 effector protein rabenosyn-5) (RAB effector RBSN) (Zinc finger FYVE domain-containing protein 20)	RBSN ZFYVE20	Homo sapiens (Human)	784
ENSP00000251119		Q68DK2	ZFY26_HUMAN	reviewed	Zinc finger FYVE domain-containing protein 26 (FYVE domain-containing centrosomal protein) (FYVE-CENT) (Spastizin)	ZFYVE26 KIAA0321	Homo sapiens (Human)	2539
ENSP00000371715		Q96DA0	ZG16B_HUMAN	reviewed	Zymogen granule protein 16 homolog B	ZG16B UNQ773/PRO1567	Homo sapiens (Human)	208
ENSP00000332013	ENSP00000332013 -> Q8N5A5-1	Q8N5A5	ZGPAT_HUMAN	reviewed	Zinc finger CCCH-type with G patch domain-containing protein (G patch domain-containing protein 6) (Zinc finger CCCH domain-containing protein 9) (Zinc finger and G patch domain-containing protein)	ZGPAT GPATC6 GPATCH6 KIAA1847 ZC3H9 ZC3HDC9 ZIP	Homo sapiens (Human)	531
ENSP00000314709		Q9Y6X8	ZHX2_HUMAN	reviewed	Zinc fingers and homeoboxes protein 2 (Alpha-fetoprotein regulator 1) (AFP regulator 1) (Regulator of AFP) (Zinc finger and homeodomain protein 2)	ZHX2 AFR1 KIAA0854 RAF	Homo sapiens (Human)	837
ENSP00000312222	ENSP00000312222 -> Q9H4I2-1	Q9H4I2	ZHX3_HUMAN	reviewed	Zinc fingers and homeoboxes protein 3 (Triple homeobox protein 1) (Zinc finger and homeodomain protein 3)	ZHX3 KIAA0395 TIX1	Homo sapiens (Human)	956
ENSP00000365514		O95409	ZIC2_HUMAN	reviewed	Zinc finger protein ZIC 2 (Zinc finger protein of the cerebellum 2)	ZIC2	Homo sapiens (Human)	532
ENSP00000267294		Q96T25	ZIC5_HUMAN	reviewed	Zinc finger protein ZIC 5 (Zinc finger protein of the cerebellum 5)	ZIC5	Homo sapiens (Human)	663
ENSP00000269834		Q96PE6	ZIM3_HUMAN	reviewed	Zinc finger imprinted 3 (Zinc finger protein 657)	ZIM3 ZNF657	Homo sapiens (Human)	472
ENSP00000323148		P17029	ZKSC1_HUMAN	reviewed	Zinc finger protein with KRAB and SCAN domains 1 (Zinc finger protein 139) (Zinc finger protein 36) (Zinc finger protein KOX18)	ZKSCAN1 KOX18 ZNF139 ZNF36	Homo sapiens (Human)	563
ENSP00000366509		Q969J2	ZKSC4_HUMAN	reviewed	Zinc finger protein with KRAB and SCAN domains 4 (P373c6.1) (Zinc finger protein 307) (Zinc finger protein 427)	ZKSCAN4 ZNF307 ZNF427	Homo sapiens (Human)	545
ENSP00000311778	ENSP00000311778 -> Q8NF64-1	Q8NF64	ZMIZ2_HUMAN	reviewed	Zinc finger MIZ domain-containing protein 2 (PIAS-like protein Zimp7)	ZMIZ2 KIAA1886 ZIMP7 HRIHFB2007	Homo sapiens (Human)	920
ENSP00000361845		O75844	FACE1_HUMAN	reviewed	CAAX prenyl protease 1 homolog (EC 3.4.24.84) (Farnesylated proteins-converting enzyme 1) (FACE-1) (Prenyl protein-specific endoprotease 1) (Zinc metalloproteinase Ste24 homolog)	ZMPSTE24 FACE1 STE24	Homo sapiens (Human)	475
ENSP00000322845	ENSP00000322845 -> Q14202-1	Q14202	ZMYM3_HUMAN	reviewed	Zinc finger MYM-type protein 3 (Zinc finger protein 261)	ZMYM3 DXS6673E KIAA0385 ZNF261	Homo sapiens (Human)	1370
ENSP00000322915	ENSP00000322915 -> Q5VZL5-1	Q5VZL5	ZMYM4_HUMAN	reviewed	Zinc finger MYM-type protein 4 (Zinc finger protein 262)	ZMYM4 KIAA0425 ZNF262	Homo sapiens (Human)	1548
ENSP00000349708	ENSP00000349708 -> O95789-3	O95789	ZMYM6_HUMAN	reviewed	Zinc finger MYM-type protein 6 (Transposon-derived Buster2 transposase-like protein) (Zinc finger protein 258)	ZMYM6 Buster2 KIAA1353 ZNF258	Homo sapiens (Human)	1325
ENSP00000309992		B7Z2J6	B7Z2J6_HUMAN	unreviewed	Zinc finger MYND domain-containing protein 11 (cDNA FLJ50504, highly similar to Mus musculus zinc finger, MYND domain containing 11 (Zmynd11), mRNA)	ZMYND11	Homo sapiens (Human)	547
ENSP00000418210	ENSP00000418210 -> Q9ULU4-13	Q9ULU4	PKCB1_HUMAN	reviewed	Protein kinase C-binding protein 1 (Cutaneous T-cell lymphoma-associated antigen se14-3) (CTCL-associated antigen se14-3) (Rack7) (Zinc finger MYND domain-containing protein 8)	ZMYND8 KIAA1125 PRKCBP1 RACK7	Homo sapiens (Human)	1186
ENSP00000319716	ENSP00000319716 -> Q8IZC7-1	Q8IZC7	ZN101_HUMAN	reviewed	Zinc finger protein 101 (Zinc finger protein HZF12)	ZNF101	Homo sapiens (Human)	436
ENSP00000254166	ENSP00000254166 -> P52740-1	P52740	ZN132_HUMAN	reviewed	Zinc finger protein 132	ZNF132	Homo sapiens (Human)	706
ENSP00000366899	ENSP00000366899 -> P52736-2	P52736	ZN133_HUMAN	reviewed	Zinc finger protein 133 (Zinc finger protein 150)	ZNF133 ZNF150	Homo sapiens (Human)	654
ENSP00000379847	ENSP00000379847 -> P52747-1	P52747	ZN143_HUMAN	reviewed	Zinc finger protein 143 (SPH-binding factor) (Selenocysteine tRNA gene transcription-activating factor) (hStaf)	ZNF143 SBF STAF	Homo sapiens (Human)	638
ENSP00000353863	ENSP00000353863 -> Q9UQR1-1	Q9UQR1	ZN148_HUMAN	reviewed	Zinc finger protein 148 (Transcription factor ZBP-89) (Zinc finger DNA-binding protein 89)	ZNF148 ZBP89	Homo sapiens (Human)	794
ENSP00000378792		Q14929	ZN169_HUMAN	reviewed	Zinc finger protein 169	ZNF169	Homo sapiens (Human)	603
ENSP00000262259		Q9Y473	ZN175_HUMAN	reviewed	Zinc finger protein 175 (Zinc finger protein OTK18)	ZNF175	Homo sapiens (Human)	711
ENSP00000211936		Q99676	ZN184_HUMAN	reviewed	Zinc finger protein 184	ZNF184	Homo sapiens (Human)	751
ENSP00000359291	ENSP00000359291 -> O15231-1	O15231	ZN185_HUMAN	reviewed	Zinc finger protein 185 (LIM domain protein ZNF185) (P1-A)	ZNF185	Homo sapiens (Human)	689
ENSP00000342019	ENSP00000342019 -> O75820-1	O75820	ZN189_HUMAN	reviewed	Zinc finger protein 189	ZNF189	Homo sapiens (Human)	626
ENSP00000332750	ENSP00000332750 -> Q15776-1	Q15776	ZKSC8_HUMAN	reviewed	Zinc finger protein with KRAB and SCAN domains 8 (LD5-1) (Zinc finger protein 192)	ZKSCAN8 ZNF192	Homo sapiens (Human)	578
ENSP00000278314		Q9UL59	ZN214_HUMAN	reviewed	Zinc finger protein 214 (BWSCR2-associated zinc finger protein 1) (BAZ-1)	ZNF214 BAZ1	Homo sapiens (Human)	606
ENSP00000278319	ENSP00000278319 -> Q9UL58-1	Q9UL58	ZN215_HUMAN	reviewed	Zinc finger protein 215 (BWSCR2-associated zinc finger protein 2) (BAZ-2) (Zinc finger protein with KRAB and SCAN domains 11)	ZNF215 BAZ2 ZKSCAN11	Homo sapiens (Human)	517
ENSP00000304308		O75362	ZN217_HUMAN	reviewed	Zinc finger protein 217	ZNF217 ZABC1	Homo sapiens (Human)	1048
ENSP00000354206		Q9P2Y4	ZN219_HUMAN	reviewed	Zinc finger protein 219	ZNF219	Homo sapiens (Human)	722
ENSP00000337368		Q9NZL3	ZN224_HUMAN	reviewed	Zinc finger protein 224 (Bone marrow zinc finger 2) (BMZF-2) (Zinc finger protein 233) (Zinc finger protein 255) (Zinc finger protein 27) (Zinc finger protein KOX22)	ZNF224 BMZF2 KOX22 ZNF233 ZNF255 ZNF27	Homo sapiens (Human)	707
ENSP00000253159	ENSP00000253159 -> Q9UL36-1	Q9UL36	ZN236_HUMAN	reviewed	Zinc finger protein 236	ZNF236	Homo sapiens (Human)	1845
ENSP00000351539	ENSP00000351539 -> Q99592-2	Q99592	ZBT18_HUMAN	reviewed	Zinc finger and BTB domain-containing protein 18 (58 kDa repressor protein) (Transcriptional repressor RP58) (Translin-associated zinc finger protein 1) (TAZ-1) (Zinc finger protein 238) (Zinc finger protein C2H2-171)	ZBTB18 RP58 TAZ1 ZNF238	Homo sapiens (Human)	522
ENSP00000307774		Q16600	ZN239_HUMAN	reviewed	Zinc finger protein 239 (Zinc finger protein HOK-2) (Zinc finger protein MOK-2)	ZNF239 HOK2 MOK2	Homo sapiens (Human)	458
ENSP00000261332	ENSP00000261332 -> P17028-1	P17028	ZNF24_HUMAN	reviewed	Zinc finger protein 24 (Retinoic acid suppression protein A) (RSG-A) (Zinc finger and SCAN domain-containing protein 3) (Zinc finger protein 191) (Zinc finger protein KOX17)	ZNF24 KOX17 ZNF191 ZSCAN3	Homo sapiens (Human)	368
ENSP00000292562		Q9BRH9	ZN251_HUMAN	reviewed	Zinc finger protein 251	ZNF251	Homo sapiens (Human)	671
ENSP00000227322		O75312	ZPR1_HUMAN	reviewed	Zinc finger protein ZPR1 (Zinc finger protein 259)	ZPR1 ZNF259	Homo sapiens (Human)	459
ENSP00000263095		O43296	ZN264_HUMAN	reviewed	Zinc finger protein 264	ZNF264 KIAA0412	Homo sapiens (Human)	627
ENSP00000300870		Q14586	ZN267_HUMAN	reviewed	Zinc finger protein 267 (Zinc finger protein HZF2)	ZNF267	Homo sapiens (Human)	743
ENSP00000415836	ENSP00000415836 -> Q8N554-1	Q8N554	ZN276_HUMAN	reviewed	Zinc finger protein 276 (Zfp-276) (Zinc finger protein 477)	ZNF276 CENP-Z ZFP276 ZNF477	Homo sapiens (Human)	614
ENSP00000294740	ENSP00000294740 -> Q9Y2X9-1	Q9Y2X9	ZN281_HUMAN	reviewed	Zinc finger protein 281 (GC-box-binding zinc finger protein 1) (Transcription factor ZBP-99) (Zinc finger DNA-binding protein 99)	ZNF281 GZP1 ZBP99	Homo sapiens (Human)	895
ENSP00000308759	ENSP00000308759 -> Q9ULJ3-1	Q9ULJ3	ZBT21_HUMAN	reviewed	Zinc finger and BTB domain-containing protein 21 (Zinc finger protein 295)	ZBTB21 KIAA1227 ZNF295	Homo sapiens (Human)	1066
ENSP00000299667	ENSP00000299667 -> P17036-1	P17036	ZNF3_HUMAN	reviewed	Zinc finger protein 3 (Zinc finger protein HF.12) (Zinc finger protein HZF3.1) (Zinc finger protein KOX25)	ZNF3 KOX25	Homo sapiens (Human)	446
ENSP00000354964	ENSP00000354964 -> Q5VUA4-1	Q5VUA4	ZN318_HUMAN	reviewed	Zinc finger protein 318 (Endocrine regulatory protein)	ZNF318 HRIHFB2436	Homo sapiens (Human)	2279
ENSP00000340796	ENSP00000340796 -> Q5BKZ1-1	Q5BKZ1	ZN326_HUMAN	reviewed	DBIRD complex subunit ZNF326 (Zinc finger protein 326) (Zinc finger protein interacting with mRNPs and DBC1)	ZNF326 ZIRD	Homo sapiens (Human)	582
ENSP00000262990		Q9Y3S2	ZN330_HUMAN	reviewed	Zinc finger protein 330 (Nucleolar autoantigen 36) (Nucleolar cysteine-rich protein)	ZNF330 NOA36	Homo sapiens (Human)	320
ENSP00000253144		Q9NQX6	ZN331_HUMAN	reviewed	Zinc finger protein 331 (C2H2-like zinc finger protein rearranged in thyroid adenomas) (Zinc finger protein 361) (Zinc finger protein 463)	ZNF331 RITA ZNF361 ZNF463	Homo sapiens (Human)	463
ENSP00000292530	ENSP00000292530 -> Q96JL9-1	Q96JL9	ZN333_HUMAN	reviewed	Zinc finger protein 333	ZNF333 KIAA1806	Homo sapiens (Human)	665
ENSP00000255129		Q9HCZ1	ZN334_HUMAN	reviewed	Zinc finger protein 334	ZNF334	Homo sapiens (Human)	680
ENSP00000325326	ENSP00000325326 -> Q9H4Z2-1	Q9H4Z2	ZN335_HUMAN	reviewed	Zinc finger protein 335 (NRC-interacting factor 1) (NIF-1)	ZNF335	Homo sapiens (Human)	1342
ENSP00000363747		A0A0A0MRS1	A0A0A0MRS1_HUMAN	unreviewed	Zinc finger protein 33A	ZNF33A	Homo sapiens (Human)	699
ENSP00000362527		Q5T0B9	ZN362_HUMAN	reviewed	Zinc finger protein 362	ZNF362 PP6997	Homo sapiens (Human)	420
ENSP00000387091	ENSP00000387091 -> Q70YC5-3	Q70YC5	ZN365_HUMAN	reviewed	Protein ZNF365 (DISC1-binding zinc-finger protein) (Protein su48)	ZNF365 DBZ KIAA0844	Homo sapiens (Human)	407
ENSP00000364405	ENSP00000364405 -> Q7RTV3-1	Q7RTV3	ZN367_HUMAN	reviewed	Zinc finger protein 367 (C2H2 zinc finger protein ZFF29)	ZNF367 ZFF29	Homo sapiens (Human)	350
ENSP00000380019	ENSP00000380019 -> Q8TF68-1	Q8TF68	ZN384_HUMAN	reviewed	Zinc finger protein 384 (CAG repeat protein 1) (CAS-interacting zinc finger protein) (Nuclear matrix transcription factor 4) (Nuclear matrix protein 4) (Trinucleotide repeat-containing gene 1 protein)	ZNF384 CAGH1 CIZ NMP4 TNRC1	Homo sapiens (Human)	577
ENSP00000338927	ENSP00000338927 -> Q96PM9-4	Q96PM9	Z385A_HUMAN	reviewed	Zinc finger protein 385A (Hematopoietic zinc finger protein) (Retinal zinc finger protein)	ZNF385A HZF RZF ZNF385	Homo sapiens (Human)	386
ENSP00000331577	ENSP00000331577 -> Q8NF99-1	Q8NF99	ZN397_HUMAN	reviewed	Zinc finger protein 397 (Zinc finger and SCAN domain-containing protein 15) (Zinc finger protein 47)	ZNF397 ZNF47 ZSCAN15	Homo sapiens (Human)	534
ENSP00000299687	ENSP00000299687 -> Q9C0G0-1	Q9C0G0	ZN407_HUMAN	reviewed	Zinc finger protein 407	ZNF407 KIAA1703	Homo sapiens (Human)	2248
ENSP00000309606		Q9H9D4	ZN408_HUMAN	reviewed	Zinc finger protein 408 (PR domain zinc finger protein 17)	ZNF408 PFM14 PRDM17	Homo sapiens (Human)	720
ENSP00000262383	ENSP00000262383 -> Q2M1K9-1	Q2M1K9	ZN423_HUMAN	reviewed	Zinc finger protein 423 (Olf1/EBF-associated zinc finger protein) (hOAZ) (Smad- and Olf-interacting zinc finger protein)	ZNF423 KIAA0760 NPHP14 OAZ	Homo sapiens (Human)	1284
ENSP00000339767	ENSP00000339767 -> Q8N7K0-1	Q8N7K0	ZN433_HUMAN	reviewed	Zinc finger protein 433	ZNF433	Homo sapiens (Human)	673
ENSP00000301547		Q9Y2A4	ZN443_HUMAN	reviewed	Zinc finger protein 443 (Krueppel-type zinc finger protein ZK1)	ZNF443	Homo sapiens (Human)	671
ENSP00000338860	ENSP00000338860 -> Q8N0Y2-1	Q8N0Y2	ZN444_HUMAN	reviewed	Zinc finger protein 444 (Endothelial zinc finger protein 2) (EZF-2) (Zinc finger and SCAN domain-containing protein 17)	ZNF444 EZF2 ZSCAN17	Homo sapiens (Human)	327
ENSP00000333223	ENSP00000333223 -> Q6ECI4-1	Q6ECI4	ZN470_HUMAN	reviewed	Zinc finger protein 470 (Chondrogenesis zinc finger protein 1) (CZF-1)	ZNF470 CZF1	Homo sapiens (Human)	717
ENSP00000294753	ENSP00000294753 -> Q96IT1-1	Q96IT1	ZN496_HUMAN	reviewed	Zinc finger protein 496 (Zinc finger protein with KRAB and SCAN domains 17)	ZNF496 ZKSCAN17	Homo sapiens (Human)	587
ENSP00000223428		Q9Y2H8	ZN510_HUMAN	reviewed	Zinc finger protein 510	ZNF510 KIAA0972	Homo sapiens (Human)	683
ENSP00000394757		Q92618	ZN516_HUMAN	reviewed	Zinc finger protein 516	ZNF516 KIAA0222	Homo sapiens (Human)	1163
ENSP00000353957	ENSP00000353957 -> Q8N184-1	Q8N184	ZN567_HUMAN	reviewed	Zinc finger protein 567	ZNF567	Homo sapiens (Human)	647
ENSP00000320050		Q9UK33	ZN580_HUMAN	reviewed	Zinc finger protein 580 (LDL-induced EC protein)	ZNF580	Homo sapiens (Human)	172
ENSP00000346729	ENSP00000346729 -> Q86UQ0-1	Q86UQ0	ZN589_HUMAN	reviewed	Zinc finger protein 589 (Stem cell zinc finger protein 1)	ZNF589 SZF1	Homo sapiens (Human)	364
ENSP00000299927		Q92610	ZN592_HUMAN	reviewed	Zinc finger protein 592	ZNF592 KIAA0211	Homo sapiens (Human)	1267
ENSP00000363384		O00488	ZN593_HUMAN	reviewed	Zinc finger protein 593 (Zinc finger protein T86)	ZNF593 ZT86	Homo sapiens (Human)	134
ENSP00000343617		Q8WXB4	ZN606_HUMAN	reviewed	Zinc finger protein 606 (Zinc finger protein 328)	ZNF606 KIAA1852 ZNF328	Homo sapiens (Human)	792
ENSP00000307746	ENSP00000307746 -> Q9ULD9-1	Q9ULD9	ZN608_HUMAN	reviewed	Zinc finger protein 608 (Renal carcinoma antigen NY-REN-36)	ZNF608 KIAA1281	Homo sapiens (Human)	1512
ENSP00000316527	ENSP00000316527 -> O15014-1	O15014	ZN609_HUMAN	reviewed	Zinc finger protein 609	ZNF609 KIAA0295	Homo sapiens (Human)	1411
ENSP00000288466	ENSP00000288466 -> Q5T7W0-2	Q5T7W0	ZN618_HUMAN	reviewed	Zinc finger protein 618	ZNF618 KIAA1952	Homo sapiens (Human)	954
ENSP00000310042		Q969S3	ZN622_HUMAN	reviewed	Zinc finger protein 622 (Zinc finger-like protein 9)	ZNF622 ZPR9	Homo sapiens (Human)	477
ENSP00000264447	ENSP00000264447 -> Q14966-1	Q14966	ZN638_HUMAN	reviewed	Zinc finger protein 638 (Cutaneous T-cell lymphoma-associated antigen se33-1) (CTCL-associated antigen se33-1) (Nuclear protein 220) (Zinc finger matrin-like protein)	ZNF638 NP220 ZFML	Homo sapiens (Human)	1978
ENSP00000325634		Q9UID6	ZN639_HUMAN	reviewed	Zinc finger protein 639 (Zinc finger protein ANC_2H01) (Zinc finger protein ZASC1)	ZNF639 ZASC1	Homo sapiens (Human)	485
ENSP00000300850	ENSP00000300850 -> O15015-2	O15015	ZN646_HUMAN	reviewed	Zinc finger protein 646	ZNF646 KIAA0296	Homo sapiens (Human)	1832
ENSP00000354686		Q9Y2D9	ZN652_HUMAN	reviewed	Zinc finger protein 652	ZNF652 KIAA0924	Homo sapiens (Human)	606
ENSP00000312141		Q8IZM8	ZN654_HUMAN	reviewed	Zinc finger protein 654 (Melanoma-associated antigen)	ZNF654	Homo sapiens (Human)	581
ENSP00000393876	ENSP00000393876 -> Q8N720-3	Q8N720	ZN655_HUMAN	reviewed	Zinc finger protein 655 (Vav-interacting Krueppel-like protein)	ZNF655 VIK	Homo sapiens (Human)	491
ENSP00000355459		Q9BS34	ZN670_HUMAN	reviewed	Zinc finger protein 670	ZNF670	Homo sapiens (Human)	389
ENSP00000319829	ENSP00000319829 -> Q8N1G0-1	Q8N1G0	ZN687_HUMAN	reviewed	Zinc finger protein 687	ZNF687 KIAA1441	Homo sapiens (Human)	1237
ENSP00000287461		Q96CS4	ZN689_HUMAN	reviewed	Zinc finger protein 689	ZNF689	Homo sapiens (Human)	500
ENSP00000331462		Q6ZNC4	ZN704_HUMAN	reviewed	Zinc finger protein 704	ZNF704	Homo sapiens (Human)	412
ENSP00000276123	ENSP00000276123 -> Q9Y462-1	Q9Y462	ZN711_HUMAN	reviewed	Zinc finger protein 711 (Zinc finger protein 6)	ZNF711 CMPX1 ZNF6	Homo sapiens (Human)	761
ENSP00000369777		Q9H5H4	ZN768_HUMAN	reviewed	Zinc finger protein 768	ZNF768	Homo sapiens (Human)	540
ENSP00000354518		Q96NB3	ZN830_HUMAN	reviewed	Zinc finger protein 830 (Coiled-coil domain-containing protein 16)	ZNF830 CCDC16	Homo sapiens (Human)	372
ENSP00000308548		Q9UHR6	ZNHI2_HUMAN	reviewed	Zinc finger HIT domain-containing protein 2 (Protein FON)	ZNHIT2 C11orf5	Homo sapiens (Human)	403
ENSP00000359606	ENSP00000359606 -> Q9NWK9-1	Q9NWK9	BCD1_HUMAN	reviewed	Box C/D snoRNA protein 1 (Serologically defined breast cancer antigen NY-BR-75) (Zinc finger HIT domain-containing protein 6)	ZNHIT6 BCD1 C1orf181	Homo sapiens (Human)	470
ENSP00000335091	ENSP00000335091 -> Q8ND25-1	Q8ND25	ZNRF1_HUMAN	reviewed	E3 ubiquitin-protein ligase ZNRF1 (EC 2.3.2.27) (Nerve injury-induced gene 283 protein) (RING-type E3 ubiquitin transferase ZNRF1) (Zinc/RING finger protein 1)	ZNRF1 NIN283	Homo sapiens (Human)	227
ENSP00000323879		Q8NHG8	ZNRF2_HUMAN	reviewed	E3 ubiquitin-protein ligase ZNRF2 (EC 2.3.2.27) (Protein Ells2) (RING finger protein 202) (RING-type E3 ubiquitin transferase ZNRF2) (Zinc/RING finger protein 2)	ZNRF2 RNF202	Homo sapiens (Human)	242
ENSP00000359958	ENSP00000359958 -> O95218-1	O95218	ZRAB2_HUMAN	reviewed	Zinc finger Ran-binding domain-containing protein 2 (Zinc finger protein 265) (Zinc finger, splicing)	ZRANB2 ZIS ZNF265	Homo sapiens (Human)	330
ENSP00000303015		Q15696	U2AFM_HUMAN	reviewed	U2 small nuclear ribonucleoprotein auxiliary factor 35 kDa subunit-related protein 2 (CCCH type zinc finger, RNA-binding motif and serine/arginine rich protein 2) (Renal carcinoma antigen NY-REN-20) (U2(RNU2) small nuclear RNA auxiliary factor 1-like 2) (U2AF35-related protein) (URP)	ZRSR2 U2AF1-RS2 U2AF1L2 U2AF1RS2 URP	Homo sapiens (Human)	482
ENSP00000332433		P10073	ZSC22_HUMAN	reviewed	Zinc finger and SCAN domain-containing protein 22 (Krueppel-related zinc finger protein 2) (Protein HKR2) (Zinc finger protein 50)	ZSCAN22 HKR2 ZNF50	Homo sapiens (Human)	491
ENSP00000200135	ENSP00000200135 -> O43264-1	O43264	ZW10_HUMAN	reviewed	Centromere/kinetochore protein zw10 homolog	ZW10	Homo sapiens (Human)	779
ENSP00000311429	ENSP00000311429 -> Q9H900-1	Q9H900	ZWILC_HUMAN	reviewed	Protein zwilch homolog (hZwilch)	ZWILCH	Homo sapiens (Human)	591
ENSP00000351530		P98168	ZXDA_HUMAN	reviewed	Zinc finger X-linked protein ZXDA	ZXDA	Homo sapiens (Human)	799
ENSP00000364023		P98169	ZXDB_HUMAN	reviewed	Zinc finger X-linked protein ZXDB	ZXDB	Homo sapiens (Human)	803
ENSP00000324422	ENSP00000324422 -> Q15942-1	Q15942	ZYX_HUMAN	reviewed	Zyxin (Zyxin-2)	ZYX	Homo sapiens (Human)	572
ENSP00000371051	ENSP00000371051 -> O43149-1	O43149	ZZEF1_HUMAN	reviewed	Zinc finger ZZ-type and EF-hand domain-containing protein 1	ZZEF1 KIAA0399	Homo sapiens (Human)	2961
